state,county,candidate,Party,votes
Alabama,Pike County,Doug Jones,D,6020
Alabama,Randolph County,Doug Jones,D,2362
Alabama,Russell County,Tommy Tuberville,R,9383
Alabama,St. Clair County,Doug Jones,D,8844
Alabama,Shelby County,Doug Jones,D,36606
Alabama,Blount County,Doug Jones,D,3290
Alabama,Sumter County,Tommy Tuberville,R,1550
Alabama,Talladega County,Doug Jones,D,13855
Alabama,Tallapoosa County,Doug Jones,D,6255
Alabama,Tuscaloosa County,Doug Jones,D,40404
Alabama,Walker County,Doug Jones,D,5978
Alabama,Washington County,Doug Jones,D,2635
Alabama,Wilcox County,Tommy Tuberville,R,1779
Alabama,Winston County,Doug Jones,D,1302
Alabama,Bullock County,Tommy Tuberville,R,1108
Alabama,Butler County,Doug Jones,D,4193
Alabama,Calhoun County,Doug Jones,D,16808
Alabama,Chambers County,Doug Jones,D,6908
Alaska,ED 10,Al Gross,D,2742
Alaska,ED 11,Al Gross,D,3047
Alaska,ED 12,Al Gross,D,2824
Alaska,ED 13,Al Gross,D,2400
Alaska,ED 14,Al Gross,D,3894
Alaska,ED 15,Al Gross,D,2449
Alaska,ED 16,Dan Sullivan,R,3545
Alaska,ED 17,Dan Sullivan,R,2903
Alaska,ED 18,Dan Sullivan,R,2807
Alaska,ED 19,Dan Sullivan,R,1876
Alaska,ED 1,Al Gross,D,3293
Alaska,ED 20,Dan Sullivan,R,2526
Alaska,ED 21,Dan Sullivan,R,3980
Alaska,ED 22,Al Gross,D,4202
Alaska,ED 23,Al Gross,D,3638
Alaska,ED 24,Al Gross,D,4363
Alaska,ED 25,Al Gross,D,4367
Alaska,ED 26,Al Gross,D,4172
Alaska,ED 27,Dan Sullivan,R,4534
Alaska,ED 28,Al Gross,D,5776
Alaska,ED 29,Al Gross,D,2923
Alaska,ED 2,Al Gross,D,1895
Alaska,ED 30,Al Gross,D,2502
Alaska,ED 31,Al Gross,D,5049
Alaska,ED 32,Al Gross,D,3449
Alaska,ED 33,Dan Sullivan,R,3074
Alaska,ED 34,Dan Sullivan,R,4667
Alaska,ED 35,Dan Sullivan,R,4388
Alaska,ED 36,Al Gross,D,3679
Alaska,ED 37,Al Gross,D,2303
Alaska,ED 38,Dan Sullivan,R,1698
Alaska,ED 39,Dan Sullivan,R,2403
Alaska,ED 3,Al Gross,D,1810
Alaska,ED 40,Al Gross,D,1706
Alaska,ED 4,Dan Sullivan,R,4817
Alaska,ED 5,Al Gross,D,4104
Alaska,ED 6,Al Gross,D,3068
Alaska,ED 7,Al Gross,D,2185
Alaska,ED 8,Al Gross,D,1980
Alaska,ED 9,Al Gross,D,2786
Arizona,Navajo County,Mark Kelly,D,24396
Arizona,Pima County,Martha McSally,R,207317
Arizona,Pinal County,Mark Kelly,D,79114
Arizona,Santa Cruz County,Martha McSally,R,5685
Arizona,Yavapai County,Mark Kelly,D,51852
Arizona,Yuma County,Mark Kelly,D,33961
Arizona,Apache County,Martha McSally,R,11052
Arizona,Cochise County,Mark Kelly,D,24843
Arizona,Coconino County,Martha McSally,R,27255
Arizona,Gila County,Mark Kelly,D,9648
Arizona,Graham County,Mark Kelly,D,4506
Arizona,Greenlee County,Mark Kelly,D,1403
Arizona,La Paz County,Mark Kelly,D,2492
Arizona,Maricopa County,Martha McSally,R,984203
Arizona,Mohave County,Mark Kelly,D,27414
Arkansas,Jefferson County,Tom Cotton,R,11295
Arkansas,Phillips County,Tom Cotton,R,2785
Arkansas,Pulaski County,Tom Cotton,R,71966
Colorado,Clear Creek County,Cory Gardner,R,2835
Colorado,Conejos County,John Hickenlooper,D,1975
Colorado,Costilla County,Cory Gardner,R,713
Colorado,Crowley County,John Hickenlooper,D,456
Colorado,Custer County,John Hickenlooper,D,1059
Colorado,Delta County,John Hickenlooper,D,5764
Colorado,Denver County,Cory Gardner,R,80163
Colorado,Dolores County,John Hickenlooper,D,338
Colorado,Douglas County,John Hickenlooper,D,97553
Colorado,Eagle County,Cory Gardner,R,10350
Colorado,Adams County,Cory Gardner,R,98341
Colorado,Elbert County,John Hickenlooper,D,4257
Colorado,El Paso County,John Hickenlooper,D,152126
Colorado,Fremont County,John Hickenlooper,D,7201
Colorado,Garfield County,John Hickenlooper,D,14999
Colorado,Gilpin County,Cory Gardner,R,1867
Colorado,Grand County,John Hickenlooper,D,4579
Colorado,Gunnison County,Cory Gardner,R,3978
Colorado,Hinsdale County,John Hickenlooper,D,244
Colorado,Huerfano County,John Hickenlooper,D,2077
Colorado,Jackson County,John Hickenlooper,D,164
Colorado,Alamosa County,John Hickenlooper,D,3734
Colorado,Jefferson County,Cory Gardner,R,158276
Colorado,Kiowa County,John Hickenlooper,D,93
Colorado,Kit Carson County,John Hickenlooper,D,628
Colorado,Lake County,Cory Gardner,R,1511
Colorado,La Plata County,Cory Gardner,R,14776
Colorado,Larimer County,Cory Gardner,R,94585
Colorado,Las Animas County,John Hickenlooper,D,3509
Colorado,Lincoln County,John Hickenlooper,D,434
Colorado,Logan County,John Hickenlooper,D,2117
Colorado,Mesa County,John Hickenlooper,D,29478
Colorado,Arapahoe County,Cory Gardner,R,136713
Colorado,Mineral County,John Hickenlooper,D,302
Colorado,Moffat County,John Hickenlooper,D,1120
Colorado,Montezuma County,John Hickenlooper,D,5538
Colorado,Montrose County,John Hickenlooper,D,7321
Colorado,Morgan County,John Hickenlooper,D,3787
Colorado,Otero County,John Hickenlooper,D,3428
Colorado,Ouray County,Cory Gardner,R,1622
Colorado,Park County,John Hickenlooper,D,4800
Colorado,Phillips County,John Hickenlooper,D,463
Colorado,Pitkin County,Cory Gardner,R,2935
Colorado,Archuleta County,John Hickenlooper,D,3591
Colorado,Prowers County,John Hickenlooper,D,1435
Colorado,Pueblo County,Cory Gardner,R,42098
Colorado,Rio Blanco County,John Hickenlooper,D,529
Colorado,Rio Grande County,John Hickenlooper,D,2502
Colorado,Routt County,Cory Gardner,R,6256
Colorado,Saguache County,Cory Gardner,R,1405
Colorado,San Juan County,Cory Gardner,R,207
Colorado,San Miguel County,Cory Gardner,R,1227
Colorado,Sedgwick County,John Hickenlooper,D,320
Colorado,Summit County,Cory Gardner,R,5817
Colorado,Baca County,John Hickenlooper,D,329
Colorado,Teller County,John Hickenlooper,D,5039
Colorado,Washington County,John Hickenlooper,D,346
Colorado,Weld County,John Hickenlooper,D,63647
Colorado,Yuma County,John Hickenlooper,D,652
Colorado,Broomfield County,Cory Gardner,R,17855
Colorado,Bent County,John Hickenlooper,D,702
Colorado,Boulder County,Cory Gardner,R,47321
Colorado,Chaffee County,Cory Gardner,R,6344
Colorado,Cheyenne County,John Hickenlooper,D,119
Georgia,Appling County,Kandiss Taylor,R,2030
Georgia,Appling County,Kelly Loeffler,R,1807
Georgia,Appling County,Raphael Warnock,D,1051
Georgia,Appling County,Deborah Jackson,D,306
Georgia,Appling County,Derrick Grayson,R,89
Georgia,Appling County,Jamesia James,D,88
Georgia,Appling County,Matt Lieberman,D,85
Georgia,Appling County,Wayne Johnson,R,64
Georgia,Appling County,Tamara Johnson-Shealey,D,54
Georgia,Appling County,Annette Jackson,R,51
Georgia,Appling County,Joy Slade,D,41
Georgia,Appling County,Richard Winfield,D,25
Georgia,Appling County,Ed Tarver,D,11
Georgia,Atkinson County,Kelly Loeffler,R,946
Georgia,Atkinson County,Raphael Warnock,D,406
Georgia,Atkinson County,Deborah Jackson,D,149
Georgia,Atkinson County,Kandiss Taylor,R,63
Georgia,Atkinson County,Matt Lieberman,D,56
Georgia,Atkinson County,Derrick Grayson,R,55
Georgia,Atkinson County,Tamara Johnson-Shealey,D,53
Georgia,Atkinson County,Jamesia James,D,42
Georgia,Atkinson County,Annette Jackson,R,38
Georgia,Atkinson County,Wayne Johnson,R,36
Georgia,Atkinson County,Richard Winfield,D,23
Georgia,Atkinson County,Joy Slade,D,15
Georgia,Atkinson County,Ed Tarver,D,8
Georgia,Bacon County,Kelly Loeffler,R,1547
Georgia,Bacon County,Kandiss Taylor,R,462
Georgia,Bacon County,Raphael Warnock,D,315
Georgia,Bacon County,Deborah Jackson,D,105
Georgia,Bacon County,Derrick Grayson,R,93
Georgia,Bacon County,Wayne Johnson,R,86
Georgia,Bacon County,Matt Lieberman,D,49
Georgia,Bacon County,Annette Jackson,R,46
Georgia,Bacon County,Jamesia James,D,39
Georgia,Bacon County,Tamara Johnson-Shealey,D,35
Georgia,Bacon County,Richard Winfield,D,15
Georgia,Bacon County,Joy Slade,D,12
Georgia,Bacon County,Ed Tarver,D,7
Georgia,Baker County,Kelly Loeffler,R,413
Georgia,Baker County,Doug Collins,R,388
Georgia,Baker County,Deborah Jackson,D,89
Georgia,Baker County,Tamara Johnson-Shealey,D,33
Georgia,Baker County,Jamesia James,D,21
Georgia,Baker County,Matt Lieberman,D,19
Georgia,Baker County,Wayne Johnson,R,17
Georgia,Baker County,Derrick Grayson,R,14
Georgia,Baker County,Richard Winfield,D,13
Georgia,Baker County,Annette Jackson,R,10
Georgia,Baker County,Joy Slade,D,9
Georgia,Baker County,Kandiss Taylor,R,8
Georgia,Baker County,Ed Tarver,D,4
Georgia,Baldwin County,Kelly Loeffler,R,4639
Georgia,Baldwin County,Doug Collins,R,3521
Georgia,Baldwin County,Deborah Jackson,D,1198
Georgia,Baldwin County,Matt Lieberman,D,444
Georgia,Baldwin County,Tamara Johnson-Shealey,D,364
Georgia,Baldwin County,Jamesia James,D,322
Georgia,Baldwin County,Wayne Johnson,R,184
Georgia,Baldwin County,Derrick Grayson,R,162
Georgia,Baldwin County,Joy Slade,D,154
Georgia,Baldwin County,Richard Winfield,D,132
Georgia,Baldwin County,Annette Jackson,R,121
Georgia,Baldwin County,Kandiss Taylor,R,92
Georgia,Baldwin County,Ed Tarver,D,53
Georgia,Banks County,Kelly Loeffler,R,2605
Georgia,Banks County,Raphael Warnock,D,604
Georgia,Banks County,Derrick Grayson,R,114
Georgia,Banks County,Deborah Jackson,D,110
Georgia,Banks County,Annette Jackson,R,77
Georgia,Banks County,Matt Lieberman,D,75
Georgia,Banks County,Wayne Johnson,R,66
Georgia,Banks County,Kandiss Taylor,R,61
Georgia,Banks County,Tamara Johnson-Shealey,D,36
Georgia,Banks County,Jamesia James,D,33
Georgia,Banks County,Richard Winfield,D,17
Georgia,Banks County,Ed Tarver,D,12
Georgia,Banks County,Joy Slade,D,12
Georgia,Barrow County,Doug Collins,R,9671
Georgia,Barrow County,Raphael Warnock,D,6025
Georgia,Barrow County,Deborah Jackson,D,1752
Georgia,Barrow County,Matt Lieberman,D,756
Georgia,Barrow County,Derrick Grayson,R,601
Georgia,Barrow County,Tamara Johnson-Shealey,D,597
Georgia,Barrow County,Annette Jackson,R,498
Georgia,Barrow County,Jamesia James,D,428
Georgia,Barrow County,Kandiss Taylor,R,424
Georgia,Barrow County,Wayne Johnson,R,385
Georgia,Barrow County,Joy Slade,D,259
Georgia,Barrow County,Richard Winfield,D,133
Georgia,Barrow County,Ed Tarver,D,102
Georgia,Bartow County,Doug Collins,R,12891
Georgia,Bartow County,Raphael Warnock,D,7655
Georgia,Bartow County,Deborah Jackson,D,1571
Georgia,Bartow County,Matt Lieberman,D,1025
Georgia,Bartow County,Derrick Grayson,R,820
Georgia,Bartow County,Kandiss Taylor,R,640
Georgia,Bartow County,Annette Jackson,R,588
Georgia,Bartow County,Tamara Johnson-Shealey,D,576
Georgia,Bartow County,Jamesia James,D,471
Georgia,Bartow County,Wayne Johnson,R,439
Georgia,Bartow County,Joy Slade,D,268
Georgia,Bartow County,Richard Winfield,D,175
Georgia,Bartow County,Ed Tarver,D,86
Georgia,Ben Hill County,Kelly Loeffler,R,1780
Georgia,Ben Hill County,Raphael Warnock,D,1308
Georgia,Ben Hill County,Deborah Jackson,D,436
Georgia,Ben Hill County,Tamara Johnson-Shealey,D,171
Georgia,Ben Hill County,Matt Lieberman,D,146
Georgia,Ben Hill County,Jamesia James,D,121
Georgia,Ben Hill County,Kandiss Taylor,R,106
Georgia,Ben Hill County,Derrick Grayson,R,95
Georgia,Ben Hill County,Annette Jackson,R,76
Georgia,Ben Hill County,Wayne Johnson,R,71
Georgia,Ben Hill County,Richard Winfield,D,53
Georgia,Ben Hill County,Joy Slade,D,51
Georgia,Ben Hill County,Ed Tarver,D,18
Georgia,Berrien County,Doug Collins,R,2481
Georgia,Berrien County,Raphael Warnock,D,701
Georgia,Berrien County,Deborah Jackson,D,208
Georgia,Berrien County,Derrick Grayson,R,141
Georgia,Berrien County,Kandiss Taylor,R,139
Georgia,Berrien County,Wayne Johnson,R,103
Georgia,Berrien County,Matt Lieberman,D,102
Georgia,Berrien County,Tamara Johnson-Shealey,D,62
Georgia,Berrien County,Annette Jackson,R,57
Georgia,Berrien County,Jamesia James,D,54
Georgia,Berrien County,Joy Slade,D,29
Georgia,Berrien County,Richard Winfield,D,22
Georgia,Berrien County,Ed Tarver,D,13
Georgia,Bibb County,Kelly Loeffler,R,14584
Georgia,Bibb County,Doug Collins,R,10194
Georgia,Bibb County,Deborah Jackson,D,4902
Georgia,Bibb County,Jamesia James,D,1952
Georgia,Bibb County,Matt Lieberman,D,1582
Georgia,Bibb County,Tamara Johnson-Shealey,D,1413
Georgia,Bibb County,Richard Winfield,D,742
Georgia,Bibb County,Joy Slade,D,622
Georgia,Bibb County,Annette Jackson,R,434
Georgia,Bibb County,Derrick Grayson,R,420
Georgia,Bibb County,Wayne Johnson,R,416
Georgia,Bibb County,Ed Tarver,D,329
Georgia,Bibb County,Kandiss Taylor,R,284
Georgia,Bleckley County,Doug Collins,R,1927
Georgia,Bleckley County,Raphael Warnock,D,876
Georgia,Bleckley County,Deborah Jackson,D,180
Georgia,Bleckley County,Matt Lieberman,D,70
Georgia,Bleckley County,Derrick Grayson,R,70
Georgia,Bleckley County,Jamesia James,D,59
Georgia,Bleckley County,Wayne Johnson,R,47
Georgia,Bleckley County,Kandiss Taylor,R,46
Georgia,Bleckley County,Annette Jackson,R,34
Georgia,Bleckley County,Tamara Johnson-Shealey,D,29
Georgia,Bleckley County,Richard Winfield,D,26
Georgia,Bleckley County,Joy Slade,D,15
Georgia,Bleckley County,Ed Tarver,D,10
Georgia,Brantley County,Kelly Loeffler,R,2410
Georgia,Brantley County,Kandiss Taylor,R,304
Georgia,Brantley County,Derrick Grayson,R,289
Georgia,Brantley County,Raphael Warnock,D,236
Georgia,Brantley County,Wayne Johnson,R,227
Georgia,Brantley County,Annette Jackson,R,188
Georgia,Brantley County,Deborah Jackson,D,163
Georgia,Brantley County,Matt Lieberman,D,131
Georgia,Brantley County,Jamesia James,D,37
Georgia,Brantley County,Tamara Johnson-Shealey,D,36
Georgia,Brantley County,Joy Slade,D,19
Georgia,Brantley County,Ed Tarver,D,17
Georgia,Brantley County,Richard Winfield,D,13
Georgia,Brooks County,Doug Collins,R,1750
Georgia,Brooks County,Raphael Warnock,D,1024
Georgia,Brooks County,Deborah Jackson,D,684
Georgia,Brooks County,Matt Lieberman,D,259
Georgia,Brooks County,Tamara Johnson-Shealey,D,211
Georgia,Brooks County,Jamesia James,D,194
Georgia,Brooks County,Derrick Grayson,R,153
Georgia,Brooks County,Kandiss Taylor,R,104
Georgia,Brooks County,Ed Tarver,D,92
Georgia,Brooks County,Annette Jackson,R,85
Georgia,Brooks County,Joy Slade,D,76
Georgia,Brooks County,Wayne Johnson,R,71
Georgia,Brooks County,Richard Winfield,D,42
Georgia,Bryan County,Doug Collins,R,4775
Georgia,Bryan County,Raphael Warnock,D,3941
Georgia,Bryan County,Deborah Jackson,D,972
Georgia,Bryan County,Matt Lieberman,D,528
Georgia,Bryan County,Tamara Johnson-Shealey,D,377
Georgia,Bryan County,Derrick Grayson,R,338
Georgia,Bryan County,Annette Jackson,R,299
Georgia,Bryan County,Wayne Johnson,R,291
Georgia,Bryan County,Jamesia James,D,268
Georgia,Bryan County,Kandiss Taylor,R,268
Georgia,Bryan County,Joy Slade,D,129
Georgia,Bryan County,Richard Winfield,D,70
Georgia,Bryan County,Ed Tarver,D,57
Georgia,Bulloch County,Doug Collins,R,7854
Georgia,Bulloch County,Raphael Warnock,D,6665
Georgia,Bulloch County,Deborah Jackson,D,1756
Georgia,Bulloch County,Matt Lieberman,D,656
Georgia,Bulloch County,Tamara Johnson-Shealey,D,566
Georgia,Bulloch County,Jamesia James,D,529
Georgia,Bulloch County,Derrick Grayson,R,369
Georgia,Bulloch County,Kandiss Taylor,R,363
Georgia,Bulloch County,Wayne Johnson,R,309
Georgia,Bulloch County,Annette Jackson,R,307
Georgia,Bulloch County,Joy Slade,D,223
Georgia,Bulloch County,Richard Winfield,D,129
Georgia,Bulloch County,Ed Tarver,D,102
Georgia,Burke County,Kelly Loeffler,R,3018
Georgia,Burke County,Doug Collins,R,1916
Georgia,Burke County,Deborah Jackson,D,782
Georgia,Burke County,Ed Tarver,D,344
Georgia,Burke County,Jamesia James,D,225
Georgia,Burke County,Matt Lieberman,D,221
Georgia,Burke County,Tamara Johnson-Shealey,D,173
Georgia,Burke County,Wayne Johnson,R,100
Georgia,Burke County,Joy Slade,D,95
Georgia,Burke County,Derrick Grayson,R,91
Georgia,Burke County,Annette Jackson,R,71
Georgia,Burke County,Kandiss Taylor,R,68
Georgia,Burke County,Richard Winfield,D,54
Georgia,Butts County,Doug Collins,R,3191
Georgia,Butts County,Raphael Warnock,D,2207
Georgia,Butts County,Deborah Jackson,D,437
Georgia,Butts County,Matt Lieberman,D,187
Georgia,Butts County,Tamara Johnson-Shealey,D,156
Georgia,Butts County,Jamesia James,D,135
Georgia,Butts County,Derrick Grayson,R,127
Georgia,Butts County,Wayne Johnson,R,124
Georgia,Butts County,Annette Jackson,R,110
Georgia,Butts County,Kandiss Taylor,R,94
Georgia,Butts County,Joy Slade,D,54
Georgia,Butts County,Richard Winfield,D,34
Georgia,Butts County,Ed Tarver,D,18
Georgia,Calhoun County,Kelly Loeffler,R,510
Georgia,Calhoun County,Doug Collins,R,359
Georgia,Calhoun County,Deborah Jackson,D,179
Georgia,Calhoun County,Matt Lieberman,D,57
Georgia,Calhoun County,Tamara Johnson-Shealey,D,55
Georgia,Calhoun County,Jamesia James,D,42
Georgia,Calhoun County,Joy Slade,D,28
Georgia,Calhoun County,Richard Winfield,D,24
Georgia,Calhoun County,Derrick Grayson,R,21
Georgia,Calhoun County,Wayne Johnson,R,9
Georgia,Calhoun County,Annette Jackson,R,7
Georgia,Calhoun County,Kandiss Taylor,R,6
Georgia,Calhoun County,Ed Tarver,D,5
Georgia,Camden County,Doug Collins,R,5913
Georgia,Camden County,Raphael Warnock,D,2967
Georgia,Camden County,Deborah Jackson,D,1781
Georgia,Camden County,Matt Lieberman,D,875
Georgia,Camden County,Derrick Grayson,R,869
Georgia,Camden County,Tamara Johnson-Shealey,D,550
Georgia,Camden County,Jamesia James,D,523
Georgia,Camden County,Annette Jackson,R,503
Georgia,Camden County,Kandiss Taylor,R,420
Georgia,Camden County,Wayne Johnson,R,412
Georgia,Camden County,Joy Slade,D,296
Georgia,Camden County,Richard Winfield,D,124
Georgia,Camden County,Ed Tarver,D,109
Georgia,Candler County,Doug Collins,R,1251
Georgia,Candler County,Raphael Warnock,D,778
Georgia,Candler County,Deborah Jackson,D,197
Georgia,Candler County,Matt Lieberman,D,87
Georgia,Candler County,Derrick Grayson,R,70
Georgia,Candler County,Kandiss Taylor,R,60
Georgia,Candler County,Jamesia James,D,57
Georgia,Candler County,Wayne Johnson,R,56
Georgia,Candler County,Tamara Johnson-Shealey,D,49
Georgia,Candler County,Annette Jackson,R,38
Georgia,Candler County,Joy Slade,D,26
Georgia,Candler County,Ed Tarver,D,12
Georgia,Candler County,Richard Winfield,D,11
Georgia,Carroll County,Doug Collins,R,14221
Georgia,Carroll County,Raphael Warnock,D,10688
Georgia,Carroll County,Deborah Jackson,D,2101
Georgia,Carroll County,Matt Lieberman,D,1022
Georgia,Carroll County,Tamara Johnson-Shealey,D,752
Georgia,Carroll County,Jamesia James,D,660
Georgia,Carroll County,Derrick Grayson,R,649
Georgia,Carroll County,Kandiss Taylor,R,567
Georgia,Carroll County,Annette Jackson,R,555
Georgia,Carroll County,Wayne Johnson,R,482
Georgia,Carroll County,Joy Slade,D,319
Georgia,Carroll County,Richard Winfield,D,220
Georgia,Carroll County,Ed Tarver,D,96
Georgia,Catoosa County,Doug Collins,R,8238
Georgia,Catoosa County,Raphael Warnock,D,2415
Georgia,Catoosa County,Deborah Jackson,D,1408
Georgia,Catoosa County,Matt Lieberman,D,1138
Georgia,Catoosa County,Derrick Grayson,R,831
Georgia,Catoosa County,Annette Jackson,R,735
Georgia,Catoosa County,Kandiss Taylor,R,599
Georgia,Catoosa County,Wayne Johnson,R,570
Georgia,Catoosa County,Tamara Johnson-Shealey,D,354
Georgia,Catoosa County,Jamesia James,D,336
Georgia,Catoosa County,Joy Slade,D,210
Georgia,Catoosa County,Ed Tarver,D,170
Georgia,Catoosa County,Richard Winfield,D,135
Georgia,Charlton County,Kelly Loeffler,R,1095
Georgia,Charlton County,Deborah Jackson,D,344
Georgia,Charlton County,Raphael Warnock,D,334
Georgia,Charlton County,Derrick Grayson,R,181
Georgia,Charlton County,Wayne Johnson,R,134
Georgia,Charlton County,Kandiss Taylor,R,100
Georgia,Charlton County,Matt Lieberman,D,99
Georgia,Charlton County,Annette Jackson,R,89
Georgia,Charlton County,Tamara Johnson-Shealey,D,78
Georgia,Charlton County,Jamesia James,D,65
Georgia,Charlton County,Joy Slade,D,33
Georgia,Charlton County,Richard Winfield,D,21
Georgia,Charlton County,Ed Tarver,D,12
Georgia,Chatham County,Kelly Loeffler,R,30435
Georgia,Chatham County,Doug Collins,R,18455
Georgia,Chatham County,Deborah Jackson,D,9097
Georgia,Chatham County,Matt Lieberman,D,3900
Georgia,Chatham County,Tamara Johnson-Shealey,D,3283
Georgia,Chatham County,Jamesia James,D,2370
Georgia,Chatham County,Joy Slade,D,1257
Georgia,Chatham County,Annette Jackson,R,1111
Georgia,Chatham County,Derrick Grayson,R,1108
Georgia,Chatham County,Kandiss Taylor,R,842
Georgia,Chatham County,Wayne Johnson,R,759
Georgia,Chatham County,Richard Winfield,D,600
Georgia,Chatham County,Ed Tarver,D,524
Georgia,Chattahoochee County,Kelly Loeffler,R,388
Georgia,Chattahoochee County,Doug Collins,R,372
Georgia,Chattahoochee County,Deborah Jackson,D,106
Georgia,Chattahoochee County,Matt Lieberman,D,37
Georgia,Chattahoochee County,Jamesia James,D,36
Georgia,Chattahoochee County,Tamara Johnson-Shealey,D,26
Georgia,Chattahoochee County,Derrick Grayson,R,26
Georgia,Chattahoochee County,Kandiss Taylor,R,20
Georgia,Chattahoochee County,Annette Jackson,R,19
Georgia,Chattahoochee County,Wayne Johnson,R,15
Georgia,Chattahoochee County,Joy Slade,D,11
Georgia,Chattahoochee County,Ed Tarver,D,7
Georgia,Chattahoochee County,Richard Winfield,D,7
Georgia,Chattooga County,Doug Collins,R,2883
Georgia,Chattooga County,Raphael Warnock,D,1129
Georgia,Chattooga County,Kandiss Taylor,R,259
