state,county,candidate,Party,votes,won
Idaho,Oneida County,Donald Trump,R,2148,True
Idaho,Oneida County,Joe Biden,D,249,False
Idaho,Owyhee County,Donald Trump,R,3819,True
Idaho,Owyhee County,Joe Biden,D,816,False
Idaho,Payette County,Donald Trump,R,8862,True
Idaho,Payette County,Joe Biden,D,2161,False
Idaho,Power County,Donald Trump,R,2116,True
Idaho,Power County,Joe Biden,D,865,False
Idaho,Shoshone County,Donald Trump,R,4216,True
Idaho,Shoshone County,Joe Biden,D,1693,False
Idaho,Teton County,Joe Biden,D,3318,True
Idaho,Teton County,Donald Trump,R,2858,False
Idaho,Twin Falls County,Donald Trump,R,25897,True
Idaho,Twin Falls County,Joe Biden,D,9391,False
Idaho,Valley County,Donald Trump,R,3947,True
Idaho,Valley County,Joe Biden,D,2976,False
Idaho,Washington County,Donald Trump,R,4154,True
Idaho,Washington County,Joe Biden,D,1073,False
Illinois,Adams County,Donald Trump,R,24220,True
Illinois,Adams County,Joe Biden,D,8633,False
Illinois,Alexander County,Donald Trump,R,1486,True
Illinois,Alexander County,Joe Biden,D,1114,False
Illinois,Bond County,Donald Trump,R,5625,True
Illinois,Bond County,Joe Biden,D,2288,False
Illinois,Boone County,Donald Trump,R,13883,True
Illinois,Boone County,Joe Biden,D,10542,False
Illinois,Brown County,Donald Trump,R,1931,True
Illinois,Brown County,Joe Biden,D,486,False
Illinois,Bureau County,Donald Trump,R,10411,True
Illinois,Bureau County,Joe Biden,D,6669,False
Illinois,Calhoun County,Donald Trump,R,2046,True
Illinois,Calhoun County,Joe Biden,D,677,False
Illinois,Carroll County,Donald Trump,R,5105,True
Illinois,Carroll County,Joe Biden,D,2748,False
Illinois,Cass County,Donald Trump,R,3625,True
Illinois,Cass County,Joe Biden,D,1615,False
Illinois,Champaign County,Joe Biden,D,57067,True
Illinois,Champaign County,Donald Trump,R,35285,False
Illinois,Christian County,Donald Trump,R,11563,True
Illinois,Christian County,Joe Biden,D,4335,False
Illinois,Clark County,Donald Trump,R,6226,True
Illinois,Clark County,Joe Biden,D,1993,False
Illinois,Clay County,Donald Trump,R,5629,True
Illinois,Clay County,Joe Biden,D,1129,False
Illinois,Clinton County,Donald Trump,R,14304,True
Illinois,Clinton County,Joe Biden,D,4493,False
Illinois,Coles County,Donald Trump,R,14037,True
Illinois,Coles County,Joe Biden,D,8067,False
Illinois,Cook County,Joe Biden,D,1725973,True
Illinois,Cook County,Donald Trump,R,558269,False
Illinois,Crawford County,Donald Trump,R,7043,True
Illinois,Crawford County,Joe Biden,D,2202,False
Illinois,Cumberland County,Donald Trump,R,4601,True
Illinois,Cumberland County,Joe Biden,D,1142,False
Illinois,DeKalb County,Joe Biden,D,24643,True
Illinois,DeKalb County,Donald Trump,R,21905,False
Illinois,De Witt County,Donald Trump,R,5632,True
Illinois,De Witt County,Joe Biden,D,2191,False
Illinois,Douglas County,Donald Trump,R,6227,True
Illinois,Douglas County,Joe Biden,D,2335,False
Illinois,DuPage County,Joe Biden,D,281222,True
Illinois,DuPage County,Donald Trump,R,193611,False
Illinois,Edgar County,Donald Trump,R,6193,True
Illinois,Edgar County,Joe Biden,D,1887,False
Illinois,Edwards County,Donald Trump,R,2833,True
Illinois,Edwards County,Joe Biden,D,488,False
Illinois,Effingham County,Donald Trump,R,15006,True
Illinois,Effingham County,Joe Biden,D,3716,False
Illinois,Fayette County,Donald Trump,R,8055,True
Illinois,Fayette County,Joe Biden,D,1826,False
Illinois,Ford County,Donald Trump,R,5048,True
Illinois,Ford County,Joe Biden,D,1754,False
Illinois,Franklin County,Donald Trump,R,13622,True
Illinois,Franklin County,Joe Biden,D,4760,False
Illinois,Fulton County,Donald Trump,R,9867,True
Illinois,Fulton County,Joe Biden,D,6503,False
Illinois,Gallatin County,Donald Trump,R,2019,True
Illinois,Gallatin County,Joe Biden,D,622,False
Illinois,Greene County,Donald Trump,R,4770,True
Illinois,Greene County,Joe Biden,D,1349,False
Illinois,Grundy County,Donald Trump,R,16523,True
Illinois,Grundy County,Joe Biden,D,9626,False
Illinois,Hamilton County,Donald Trump,R,3432,True
Illinois,Hamilton County,Joe Biden,D,824,False
Illinois,Hancock County,Donald Trump,R,6906,True
Illinois,Hancock County,Joe Biden,D,2315,False
Illinois,Hardin County,Donald Trump,R,1691,True
Illinois,Hardin County,Joe Biden,D,449,False
Illinois,Henderson County,Donald Trump,R,2394,True
Illinois,Henderson County,Joe Biden,D,1187,False
Illinois,Henry County,Donald Trump,R,15300,True
Illinois,Henry County,Joe Biden,D,9797,False
Illinois,Iroquois County,Donald Trump,R,10877,True
Illinois,Iroquois County,Joe Biden,D,2908,False
Illinois,Jackson County,Joe Biden,D,11181,True
Illinois,Jackson County,Donald Trump,R,10890,False
Illinois,Jasper County,Donald Trump,R,4494,True
Illinois,Jasper County,Joe Biden,D,1007,False
Illinois,Jefferson County,Donald Trump,R,12476,True
Illinois,Jefferson County,Joe Biden,D,4608,False
Illinois,Jersey County,Donald Trump,R,8712,True
Illinois,Jersey County,Joe Biden,D,2961,False
Illinois,Jo Daviess County,Donald Trump,R,7166,True
Illinois,Jo Daviess County,Joe Biden,D,5109,False
Illinois,Johnson County,Donald Trump,R,5059,True
Illinois,Johnson County,Joe Biden,D,1281,False
Illinois,Kane County,Joe Biden,D,130166,True
Illinois,Kane County,Donald Trump,R,96775,False
Illinois,Kankakee County,Donald Trump,R,28532,True
Illinois,Kankakee County,Joe Biden,D,20271,False
Illinois,Kendall County,Joe Biden,D,33168,True
Illinois,Kendall County,Donald Trump,R,29492,False
Illinois,Knox County,Donald Trump,R,12009,True
Illinois,Knox County,Joe Biden,D,10703,False
Illinois,Lake County,Joe Biden,D,204032,True
Illinois,Lake County,Donald Trump,R,123594,False
Illinois,LaSalle County,Donald Trump,R,30113,True
Illinois,LaSalle County,Joe Biden,D,22442,False
Illinois,Lawrence County,Donald Trump,R,4886,True
Illinois,Lawrence County,Joe Biden,D,1419,False
Illinois,Lee County,Donald Trump,R,9630,True
Illinois,Lee County,Joe Biden,D,6407,False
Illinois,Livingston County,Donald Trump,R,12208,True
Illinois,Livingston County,Joe Biden,D,4615,False
Illinois,Logan County,Donald Trump,R,9136,True
Illinois,Logan County,Joe Biden,D,3840,False
Illinois,McDonough County,Donald Trump,R,7027,True
Illinois,McDonough County,Joe Biden,D,4992,False
Illinois,McHenry County,Donald Trump,R,82260,True
Illinois,McHenry County,Joe Biden,D,78154,False
Illinois,McLean County,Joe Biden,D,43933,True
Illinois,McLean County,Donald Trump,R,40502,False
Illinois,Macon County,Donald Trump,R,28589,True
Illinois,Macon County,Joe Biden,D,19847,False
Illinois,Macoupin County,Donald Trump,R,16153,True
Illinois,Macoupin County,Joe Biden,D,7365,False
Illinois,Madison County,Donald Trump,R,76031,True
Illinois,Madison County,Joe Biden,D,57836,False
Illinois,Marion County,Donald Trump,R,12678,True
Illinois,Marion County,Joe Biden,D,4524,False
Illinois,Marshall County,Donald Trump,R,4197,True
Illinois,Marshall County,Joe Biden,D,2005,False
Illinois,Mason County,Donald Trump,R,4654,True
Illinois,Mason County,Joe Biden,D,1985,False
Illinois,Massac County,Donald Trump,R,4997,True
Illinois,Massac County,Joe Biden,D,1725,False
Illinois,Menard County,Donald Trump,R,4764,True
Illinois,Menard County,Joe Biden,D,2022,False
Illinois,Mercer County,Donald Trump,R,5418,True
Illinois,Mercer County,Joe Biden,D,3280,False
Illinois,Monroe County,Donald Trump,R,14142,True
Illinois,Monroe County,Joe Biden,D,6569,False
Illinois,Montgomery County,Donald Trump,R,9544,True
Illinois,Montgomery County,Joe Biden,D,3905,False
Illinois,Morgan County,Donald Trump,R,9950,True
Illinois,Morgan County,Joe Biden,D,5076,False
Illinois,Moultrie County,Donald Trump,R,4964,True
Illinois,Moultrie County,Joe Biden,D,1662,False
Illinois,Ogle County,Donald Trump,R,16248,True
Illinois,Ogle County,Joe Biden,D,9428,False
Illinois,Peoria County,Joe Biden,D,43578,True
Illinois,Peoria County,Donald Trump,R,38252,False
Illinois,Perry County,Donald Trump,R,7313,True
Illinois,Perry County,Joe Biden,D,2612,False
Illinois,Piatt County,Donald Trump,R,6248,True
Illinois,Piatt County,Joe Biden,D,3329,False
Illinois,Pike County,Donald Trump,R,6332,True
Illinois,Pike County,Joe Biden,D,1484,False
Illinois,Pope County,Donald Trump,R,1722,True
Illinois,Pope County,Joe Biden,D,433,False
Illinois,Pulaski County,Donald Trump,R,1699,True
Illinois,Pulaski County,Joe Biden,D,891,False
Illinois,Putnam County,Donald Trump,R,1993,True
Illinois,Putnam County,Joe Biden,D,1338,False
Illinois,Randolph County,Donald Trump,R,11076,True
Illinois,Randolph County,Joe Biden,D,3592,False
Illinois,Richland County,Donald Trump,R,6089,True
Illinois,Richland County,Joe Biden,D,1830,False
Illinois,Rock Island County,Joe Biden,D,36691,True
Illinois,Rock Island County,Donald Trump,R,28603,False
Illinois,St. Clair County,Joe Biden,D,68325,True
Illinois,St. Clair County,Donald Trump,R,57150,False
Illinois,Saline County,Donald Trump,R,8103,True
Illinois,Saline County,Joe Biden,D,2789,False
Illinois,Sangamon County,Donald Trump,R,53485,True
Illinois,Sangamon County,Joe Biden,D,48917,False
Illinois,Schuyler County,Donald Trump,R,2773,True
Illinois,Schuyler County,Joe Biden,D,1068,False
Illinois,Scott County,Donald Trump,R,2114,True
Illinois,Scott County,Joe Biden,D,572,False
Illinois,Shelby County,Donald Trump,R,9426,True
Illinois,Shelby County,Joe Biden,D,2504,False
Illinois,Stark County,Donald Trump,R,2004,True
Illinois,Stark County,Joe Biden,D,815,False
Illinois,Stephenson County,Donald Trump,R,12521,True
Illinois,Stephenson County,Joe Biden,D,9055,False
Illinois,Tazewell County,Donald Trump,R,42513,True
Illinois,Tazewell County,Joe Biden,D,24819,False
Illinois,Union County,Donald Trump,R,6161,True
Illinois,Union County,Joe Biden,D,2579,False
Illinois,Vermilion County,Donald Trump,R,20725,True
Illinois,Vermilion County,Joe Biden,D,10323,False
Illinois,Wabash County,Donald Trump,R,4237,True
Illinois,Wabash County,Joe Biden,D,1253,False
Illinois,Warren County,Donald Trump,R,4676,True
Illinois,Warren County,Joe Biden,D,3090,False
Illinois,Washington County,Donald Trump,R,6115,True
Illinois,Washington County,Joe Biden,D,1641,False
Illinois,Wayne County,Donald Trump,R,7176,True
Illinois,Wayne County,Joe Biden,D,1187,False
Illinois,White County,Donald Trump,R,5791,True
Illinois,White County,Joe Biden,D,1517,False
Illinois,Whiteside County,Donald Trump,R,14527,True
Illinois,Whiteside County,Joe Biden,D,12253,False
Illinois,Will County,Joe Biden,D,183915,True
Illinois,Will County,Donald Trump,R,155116,False
Illinois,Williamson County,Donald Trump,R,22801,True
Illinois,Williamson County,Joe Biden,D,10206,False
Illinois,Winnebago County,Joe Biden,D,64056,True
Illinois,Winnebago County,Donald Trump,R,60861,False
Illinois,Woodford County,Donald Trump,R,14799,True
Illinois,Woodford County,Joe Biden,D,6160,False
Illinois,Cook Suburbs,Joe Biden,D,781238,True
Illinois,Cook Suburbs,Donald Trump,R,377035,False
Indiana,Adams County,Donald Trump,R,10686,True
Indiana,Adams County,Joe Biden,D,3236,False
Indiana,Allen County,Donald Trump,R,92083,True
Indiana,Allen County,Joe Biden,D,73189,False
Indiana,Bartholomew County,Donald Trump,R,22410,True
Indiana,Bartholomew County,Joe Biden,D,12934,False
Indiana,Benton County,Donald Trump,R,3007,True
Indiana,Benton County,Joe Biden,D,1009,False
Indiana,Blackford County,Donald Trump,R,3841,True
Indiana,Blackford County,Joe Biden,D,1376,False
Indiana,Boone County,Donald Trump,R,22351,True
Indiana,Boone County,Joe Biden,D,15244,False
Indiana,Brown County,Donald Trump,R,5777,True
Indiana,Brown County,Joe Biden,D,3036,False
Indiana,Carroll County,Donald Trump,R,7086,True
Indiana,Carroll County,Joe Biden,D,2224,False
Indiana,Cass County,Donald Trump,R,10552,True
Indiana,Cass County,Joe Biden,D,4304,False
Indiana,Clark County,Donald Trump,R,33668,True
Indiana,Clark County,Joe Biden,D,23093,False
Indiana,Clay County,Donald Trump,R,9499,True
Indiana,Clay County,Joe Biden,D,2552,False
Indiana,Clinton County,Donald Trump,R,9334,True
Indiana,Clinton County,Joe Biden,D,3361,False
Indiana,Crawford County,Donald Trump,R,3483,True
Indiana,Crawford County,Joe Biden,D,1355,False
Indiana,Daviess County,Donald Trump,R,9576,True
Indiana,Daviess County,Joe Biden,D,2169,False
Indiana,Dearborn County,Donald Trump,R,19528,True
Indiana,Dearborn County,Joe Biden,D,5446,False
Indiana,Decatur County,Donald Trump,R,9575,True
Indiana,Decatur County,Joe Biden,D,2439,False
Indiana,DeKalb County,Donald Trump,R,14237,True
Indiana,DeKalb County,Joe Biden,D,4966,False
Indiana,Delaware County,Donald Trump,R,26827,True
Indiana,Delaware County,Joe Biden,D,20474,False
Indiana,Dubois County,Donald Trump,R,15033,True
Indiana,Dubois County,Joe Biden,D,6292,False
Indiana,Elkhart County,Donald Trump,R,46972,True
Indiana,Elkhart County,Joe Biden,D,26108,False
Indiana,Fayette County,Donald Trump,R,7755,True
Indiana,Fayette County,Joe Biden,D,2237,False
Indiana,Floyd County,Donald Trump,R,23400,True
Indiana,Floyd County,Joe Biden,D,17511,False
Indiana,Fountain County,Donald Trump,R,6154,True
Indiana,Fountain County,Joe Biden,D,1629,False
Indiana,Franklin County,Donald Trump,R,9691,True
Indiana,Franklin County,Joe Biden,D,2137,False
Indiana,Fulton County,Donald Trump,R,6694,True
Indiana,Fulton County,Joe Biden,D,2280,False
Indiana,Gibson County,Donald Trump,R,11817,True
Indiana,Gibson County,Joe Biden,D,4023,False
Indiana,Grant County,Donald Trump,R,18543,True
Indiana,Grant County,Joe Biden,D,8015,False
Indiana,Greene County,Donald Trump,R,11103,True
Indiana,Greene County,Joe Biden,D,3389,False
Indiana,Hamilton County,Donald Trump,R,101587,True
Indiana,Hamilton County,Joe Biden,D,88390,False
Indiana,Hancock County,Donald Trump,R,28996,True
Indiana,Hancock County,Joe Biden,D,12895,False
Indiana,Harrison County,Donald Trump,R,14565,True
Indiana,Harrison County,Joe Biden,D,5343,False
Indiana,Hendricks County,Donald Trump,R,53802,True
Indiana,Hendricks County,Joe Biden,D,32604,False
Indiana,Henry County,Donald Trump,R,15043,True
Indiana,Henry County,Joe Biden,D,5544,False
Indiana,Howard County,Donald Trump,R,26449,True
Indiana,Howard County,Joe Biden,D,13303,False
Indiana,Huntington County,Donald Trump,R,13147,True
Indiana,Huntington County,Joe Biden,D,4255,False
Indiana,Jackson County,Donald Trump,R,14555,True
Indiana,Jackson County,Joe Biden,D,4302,False
Indiana,Jasper County,Donald Trump,R,11383,True
Indiana,Jasper County,Joe Biden,D,3798,False
Indiana,Jay County,Donald Trump,R,6361,True
Indiana,Jay County,Joe Biden,D,1926,False
Indiana,Jefferson County,Donald Trump,R,9663,True
Indiana,Jefferson County,Joe Biden,D,4731,False
Indiana,Jennings County,Donald Trump,R,9490,True
Indiana,Jennings County,Joe Biden,D,2523,False
Indiana,Johnson County,Donald Trump,R,51219,True
Indiana,Johnson County,Joe Biden,D,24736,False
Indiana,Knox County,Donald Trump,R,11655,True
Indiana,Knox County,Joe Biden,D,4067,False
Indiana,Kosciusko County,Donald Trump,R,26499,True
Indiana,Kosciusko County,Joe Biden,D,8364,False
Indiana,LaGrange County,Donald Trump,R,8110,True
Indiana,LaGrange County,Joe Biden,D,2355,False
Indiana,Lake County,Joe Biden,D,124870,True
Indiana,Lake County,Donald Trump,R,91760,False
Indiana,LaPorte County,Donald Trump,R,25997,True
Indiana,LaPorte County,Joe Biden,D,22427,False
Indiana,Lawrence County,Donald Trump,R,15601,True
Indiana,Lawrence County,Joe Biden,D,4961,False
Indiana,Madison County,Donald Trump,R,31215,True
Indiana,Madison County,Joe Biden,D,19524,False
Indiana,Marion County,Joe Biden,D,247772,True
Indiana,Marion County,Donald Trump,R,134175,False
Indiana,Marshall County,Donald Trump,R,13844,True
Indiana,Marshall County,Joe Biden,D,5712,False
Indiana,Martin County,Donald Trump,R,4029,True
Indiana,Martin County,Joe Biden,D,1011,False
Indiana,Miami County,Donald Trump,R,10925,True
Indiana,Miami County,Joe Biden,D,3235,False
Indiana,Monroe County,Joe Biden,D,39861,True
Indiana,Monroe County,Donald Trump,R,22071,False
Indiana,Montgomery County,Donald Trump,R,12659,True
Indiana,Montgomery County,Joe Biden,D,4213,False
Indiana,Morgan County,Donald Trump,R,27512,True
Indiana,Morgan County,Joe Biden,D,7781,False
Indiana,Newton County,Donald Trump,R,4942,True
Indiana,Newton County,Joe Biden,D,1509,False
Indiana,Noble County,Donald Trump,R,14195,True
Indiana,Noble County,Joe Biden,D,4660,False
Indiana,Ohio County,Donald Trump,R,2392,True
Indiana,Ohio County,Joe Biden,D,750,False
Indiana,Orange County,Donald Trump,R,6432,True
Indiana,Orange County,Joe Biden,D,2224,False
Indiana,Owen County,Donald Trump,R,7286,True
Indiana,Owen County,Joe Biden,D,2420,False
Indiana,Parke County,Donald Trump,R,5398,True
Indiana,Parke County,Joe Biden,D,1503,False
Indiana,Perry County,Donald Trump,R,5345,True
Indiana,Perry County,Joe Biden,D,3203,False
Indiana,Pike County,Donald Trump,R,4692,True
Indiana,Pike County,Joe Biden,D,1415,False
Indiana,Porter County,Donald Trump,R,45008,True
Indiana,Porter County,Joe Biden,D,39746,False
Indiana,Posey County,Donald Trump,R,9206,True
Indiana,Posey County,Joe Biden,D,3811,False
Indiana,Pulaski County,Donald Trump,R,4246,True
Indiana,Pulaski County,Joe Biden,D,1463,False
Indiana,Putnam County,Donald Trump,R,12278,True
Indiana,Putnam County,Joe Biden,D,3946,False
Indiana,Randolph County,Donald Trump,R,8312,True
Indiana,Randolph County,Joe Biden,D,2513,False
Indiana,Ripley County,Donald Trump,R,11261,True
Indiana,Ripley County,Joe Biden,D,2774,False
Indiana,Rush County,Donald Trump,R,6035,True
Indiana,Rush County,Joe Biden,D,1754,False
Indiana,St. Joseph County,Joe Biden,D,59896,True
Indiana,St. Joseph County,Donald Trump,R,53164,False
Indiana,Scott County,Donald Trump,R,7328,True
Indiana,Scott County,Joe Biden,D,2698,False
Indiana,Shelby County,Donald Trump,R,14568,True
Indiana,Shelby County,Joe Biden,D,5023,False
Indiana,Spencer County,Donald Trump,R,7357,True
Indiana,Spencer County,Joe Biden,D,3213,False
Indiana,Starke County,Donald Trump,R,7466,True
Indiana,Starke County,Joe Biden,D,2650,False
Indiana,Steuben County,Donald Trump,R,11327,True
Indiana,Steuben County,Joe Biden,D,4513,False
Indiana,Sullivan County,Donald Trump,R,6691,True
Indiana,Sullivan County,Joe Biden,D,2153,False
Indiana,Switzerland County,Donald Trump,R,3133,True
Indiana,Switzerland County,Joe Biden,D,964,False
Indiana,Tippecanoe County,Joe Biden,D,35017,True
Indiana,Tippecanoe County,Donald Trump,R,34581,False
Indiana,Tipton County,Donald Trump,R,6110,True
Indiana,Tipton County,Joe Biden,D,1834,False
Indiana,Union County,Donald Trump,R,2688,True
Indiana,Union County,Joe Biden,D,736,False
Indiana,Vanderburgh County,Donald Trump,R,41844,True
Indiana,Vanderburgh County,Joe Biden,D,34415,False
Indiana,Vermillion County,Donald Trump,R,5184,True
Indiana,Vermillion County,Joe Biden,D,2145,False
Indiana,Vigo County,Donald Trump,R,24545,True
Indiana,Vigo County,Joe Biden,D,18123,False
Indiana,Wabash County,Donald Trump,R,10762,True
Indiana,Wabash County,Joe Biden,D,3494,False
Indiana,Warren County,Donald Trump,R,3401,True
Indiana,Warren County,Joe Biden,D,974,False
Indiana,Warrick County,Donald Trump,R,21326,True
Indiana,Warrick County,Joe Biden,D,11923,False
Indiana,Washington County,Donald Trump,R,9114,True
Indiana,Washington County,Joe Biden,D,2784,False
Indiana,Wayne County,Donald Trump,R,17567,True
